,subID,task,Video,Track,Timestamp,Attribute,Value,Comment,HMD,offset,Timestamp_adjusted
187,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,18.56,skill:score,"24:2, 27:2",,varjo,True,18.35489526844301
188,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,26.72,skill:score,"24:2,",,varjo,True,26.514895268443013
189,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,31.96,skill:score,"31:2, 13:2",,varjo,True,31.754895268443015
190,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,40.48,skill:score,"3:2, 1:2",,varjo,True,40.27489526844301
191,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,43.44,skill:score,"13:2, 21:2, 32:2",,varjo,True,43.23489526844301
192,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,45.52,skill:score,26:2,,varjo,True,45.31489526844302
193,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,52.32,skill:score,33:2,,varjo,True,52.114895268443014
194,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,60.76,skill:score,32:2,,varjo,True,60.55489526844301
195,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,63.12,skill:score,"31:2, 13:2",,varjo,True,62.91489526844301
196,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,69.56,skill:score,24:2,,varjo,True,69.35489526844302
197,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,77.12,skill:score,24:2,,varjo,True,76.91489526844302
198,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,90.56,skill:score,30:2,,varjo,True,90.35489526844302
199,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,162.12,skill:score,26:2,,varjo,True,161.91489526844302
200,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,174.88,skill:score,32:2,,varjo,True,174.674895268443
201,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,175.2,skill:score,"6:2, 8:2",,varjo,True,174.994895268443
202,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,190.6,skill:score,3:2,,varjo,True,190.394895268443
203,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,194.28,skill:score,31:2,,varjo,True,194.07489526844302
204,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,195.6,skill:score,"6:2, 8:2",,varjo,True,195.394895268443
205,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,196.6,skill:score,"6:2, 8:2",,varjo,True,196.394895268443
206,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,210.08,skill:score,"13:2, 32:2",,varjo,True,209.87489526844303
207,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,225.92,skill:score,33:2,,varjo,True,225.714895268443
208,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,227.28,skill:score,"13:2, 31:2, 33:2",,varjo,True,227.07489526844302
209,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,234.52,skill:score,27:2,,varjo,True,234.31489526844302
210,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,235.56,skill:score,33:2,,varjo,True,235.35489526844302
211,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,258.48,skill:score,29:2,,varjo,True,258.274895268443
212,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,262.16,skill:score,24:2,,varjo,True,261.954895268443
213,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,14.92,skill:score,"6:2, 21:2",,varjo,True,21.145419679032216
214,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,15.56,skill:score,10:2,,varjo,True,21.785419679032216
215,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,22.32,skill:score,3:2,,varjo,True,28.545419679032214
216,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,32.32,skill:score,"29:2, 10:2",,varjo,True,38.545419679032214
217,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,33.36,skill:score,"3:2, 13:2",,varjo,True,39.58541967903221
218,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,49.88,skill:score,"6:2, 8:2, 21:2",,varjo,True,56.10541967903222
219,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,51.16,skill:score,33:2,,varjo,True,57.38541967903221
220,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,55.76,skill:score,"6:2, 21:2",,varjo,True,61.98541967903221
221,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,60.36,skill:score,32:2,,varjo,True,66.58541967903221
222,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,72.72,skill:score,"6:2, 8:2",,varjo,True,78.94541967903221
223,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,105.16,skill:score,"10:2, 29:2",,varjo,True,111.38541967903221
224,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,113.64,skill:score,"10:2, 29:2",,varjo,True,119.86541967903221
225,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,114.8,skill:score,3:2,,varjo,True,121.02541967903221
226,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,117.12,skill:score,"6:2, 21:2, 13:2",,varjo,True,123.34541967903222
227,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,122.16,skill:score,"6:2, 8:2, 21:2,",,varjo,True,128.38541967903222
228,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,125.48,skill:score,"10:2, 29:2, 3:2",,varjo,True,131.70541967903222
229,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,126.6,skill:score,24:2,,varjo,True,132.82541967903222
230,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,128.64,skill:score,"29:2, 10:2",,varjo,True,134.86541967903221
231,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,131.88,skill:score,32:2,,varjo,True,138.10541967903222
232,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,134.36,skill:score,"6:2, 13:2",,varjo,True,140.58541967903224
233,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,138.28,skill:score,"31:2, 13:2",,varjo,True,144.50541967903223
234,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,138.8,skill:score,10:2,,varjo,True,145.02541967903224
235,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,146.04,skill:score,"23:2, 16:2",,varjo,True,152.26541967903222
236,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,147.2,skill:score,23:2,,varjo,True,153.42541967903222
237,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,147.56,skill:score,6:3,,varjo,True,153.78541967903223
238,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,149.6,skill:score,"31:2, 13:2",,varjo,True,155.82541967903222
239,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,156.04,skill:score,"31:2, 13:2, 7:3",,varjo,True,162.26541967903222
240,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,157.48,skill:score,"31:2, 13:2,",,varjo,True,163.70541967903222
241,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,164.52,skill:score,"31:2, 13:2,10:2",,varjo,True,170.74541967903224
242,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,166.16,skill:score,"31:2, 13:2, 21:2",,varjo,True,172.38541967903222
243,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,167.6,skill:score,"31:2, 13:2, 10:2",,varjo,True,173.82541967903222
244,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,173.92,skill:score,"6:2, 8:2",,varjo,True,180.14541967903222
245,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,186.92,skill:score,"6:2, 13:2",,varjo,True,193.14541967903222
246,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,195.32,skill:score,"31:2, 21:2",,varjo,True,201.54541967903222
247,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,196.84,skill:score,"6:2, 21:2, 13:2",,varjo,True,203.06541967903223
248,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,230.44,skill:score,"31:2, 10:2",,varjo,True,236.66541967903223
249,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,232.88,skill:score,13:2,,varjo,True,239.10541967903222
250,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,237.16,skill:score,"6:2, 13:2",,varjo,True,243.38541967903222
251,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,270.28,skill:score,9:2,,varjo,True,276.5054196790322
252,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,278.96,skill:score,"6:2, 13:2",,varjo,True,285.1854196790322
253,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,295.12,skill:score,"31:2, 13:2",,varjo,True,301.3454196790322
254,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,311.04,skill:score,"6:2, 21:2",,varjo,True,317.2654196790322
255,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,313.48,skill:score,1:2,,varjo,True,319.7054196790322
256,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,313.84,skill:score,"26:2, 3:2",,varjo,True,320.0654196790322
257,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,316.0,skill:score,"31:2, 13:2",,varjo,True,322.2254196790322
258,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,324.04,skill:score,21:2,,varjo,True,330.2654196790322
259,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,331.24,skill:score,29:2,,varjo,True,337.4654196790322
260,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,340.24,skill:score,16:2,,varjo,True,346.4654196790322
261,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,341.0,skill:score,1:2,,varjo,True,347.2254196790322
262,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,354.24,skill:score,"31:2, 13:2",,varjo,True,360.4654196790322
263,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,356.84,skill:score,23:2,,varjo,True,363.0654196790322
264,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,361.2,skill:score,16:2,,varjo,True,367.4254196790322
265,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,366.0,skill:score,16:2,,varjo,True,372.2254196790322
266,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,367.08,skill:score,3:2,,varjo,True,373.3054196790322
267,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,370.88,skill:score,1:2,,varjo,True,377.1054196790322
268,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,378.04,skill:score,24:2,,varjo,True,384.2654196790322
269,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,393.28,skill:score,10:3,,varjo,True,399.5054196790322
270,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,395.28,skill:score,"31:2, 1:2, 3:2",,varjo,True,401.5054196790322
271,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,401.32,skill:score,"31:2, 13:2, 21:2",,varjo,True,407.5454196790322
272,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,402.04,skill:score,21:2,,varjo,True,408.2654196790322
273,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,402.68,skill:score,24:2,,varjo,True,408.9054196790322
274,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,405.12,skill:score,"21:2, 13:2, 31:2",,varjo,True,411.3454196790322
275,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,405.76,skill:score,"10:2, 21:2",,varjo,True,411.9854196790322
276,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,406.96,skill:score,"6:2, 31:2",,varjo,True,413.1854196790322
277,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,420.52,skill:score,22:4,,varjo,True,426.7454196790322
278,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,13.92,skill:score,"10:3,3:3",,varjo,True,14.247560775778133
279,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,22.8,skill:score,23:2,,varjo,True,23.127560775778136
280,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,36.36,skill:score,18:2,,varjo,True,36.68756077577813
281,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,41.04,skill:score,23:2,,varjo,True,41.36756077577813
282,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,49.8,skill:score,31:2,,varjo,True,50.12756077577813
283,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,51.72,skill:score,"13.2, 31:2",,varjo,True,52.04756077577813
284,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,55.68,skill:score,27:2,,varjo,True,56.00756077577813
285,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,57.96,skill:score,23:2,,varjo,True,58.28756077577813
286,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,59.96,skill:score,"21:2, 7:2, 6:2",,varjo,True,60.28756077577813
287,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,63.8,skill:score,31:2,,varjo,True,64.12756077577814
288,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,75.88,skill:score,21:2,,varjo,True,76.20756077577813
289,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,80.08,skill:score,7:2,,varjo,True,80.40756077577814
290,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,85.08,skill:score,6:2,,varjo,True,85.40756077577814
291,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,86.72,skill:score,"6:2, 31:2",,varjo,True,87.04756077577814
292,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,88.12,skill:score,7:2,,varjo,True,88.44756077577814
293,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,102.36,skill:score,"31:2, 20:2",,varjo,True,102.68756077577814
294,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,113.8,skill:score,24:2,,varjo,True,114.12756077577814
295,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,125.0,skill:score,29:2,,varjo,True,125.32756077577814
296,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,131.64,skill:score,8:2,,varjo,True,131.9675607757781
297,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,157.2,skill:score,"8:2, 7:2",,varjo,True,157.5275607757781
298,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,163.28,skill:score,33:2,,varjo,True,163.60756077577813
299,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,167.12,skill:score,29:2,,varjo,True,167.44756077577813
300,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,169.12,skill:score,23:2,,varjo,True,169.44756077577813
301,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,175.24,skill:score,"28:2, 29:2, 33:2",,varjo,True,175.56756077577813
302,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,187.0,skill:score,"29:2, 28:2",,varjo,True,187.32756077577812
303,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,192.68,skill:score,8:2,,varjo,True,193.00756077577813
304,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,213.32,skill:score,"7:2, 21:2",,varjo,True,213.64756077577812
305,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,222.2,skill:score,"26:2,13:2",,varjo,True,222.5275607757781
306,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,231.56,skill:score,29:2,,varjo,True,231.88756077577813
307,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,242.24,skill:score,26:2,,varjo,True,242.56756077577813
308,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,258.92,skill:score,"8:2, 7:2",,varjo,True,259.24756077577814
309,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,270.64,skill:score,"31:2, 13:2",,varjo,True,270.9675607757781
310,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,277.68,skill:score,24:2,,varjo,True,278.00756077577813
311,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,284.56,skill:score,8:2,,varjo,True,284.8875607757781
312,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,290.36,skill:score,24.2,,varjo,True,290.68756077577814
313,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,304.52,skill:score,"33:2,21:2",,varjo,True,304.8475607757781
314,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,308.8,skill:score,26:2,,varjo,True,309.12756077577814
315,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,312.24,skill:score,8:2,,varjo,True,312.56756077577813
316,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,315.48,skill:score,"8:2, 21:2",,varjo,True,315.80756077577814
317,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,318.28,skill:score,8:2,,varjo,True,318.6075607757781
318,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,326.32,skill:score,13:2,,varjo,True,326.6475607757781
319,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,338.0,skill:score,33:2,,varjo,True,338.3275607757781
320,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,338.56,skill:score,24:2,,varjo,True,338.8875607757781
321,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,341.08,skill:score,29:2,,varjo,True,341.4075607757781
322,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,342.2,skill:score,"31:2, 25:2",,varjo,True,342.5275607757781
323,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,358.24,skill:score,21:2,,varjo,True,358.56756077577813
324,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,361.88,skill:score,24:2,,varjo,True,362.2075607757781
325,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,369.48,skill:score,3:2,,varjo,True,369.80756077577814
326,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,417.92,skill:score,29:2,,varjo,True,418.24756077577814
327,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,421.92,skill:score,22:2,,varjo,True,422.24756077577814
328,P6,sandwich,P6_sandwich_2_merged_varjo.mp4,error frame,436.16,skill:score,"30:1, 18:2",,varjo,True,436.48756077577815
329,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,15.96,skill:score,31:2,,varjo,True,15.487428087022089
330,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,29.44,skill:score,"1:2, 3:2",,varjo,True,28.96742808702209
331,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,33.72,skill:score,20:2,,varjo,True,33.24742808702209
332,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,37.28,skill:score,23:2,,varjo,True,36.80742808702209
333,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,39.56,skill:score,27:2,,varjo,True,39.08742808702209
334,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,42.28,skill:score,27:2,,varjo,True,41.80742808702209
335,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,43.32,skill:score,31:2,,varjo,True,42.84742808702209
336,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,54.36,skill:score,33:2,,varjo,True,53.88742808702209
337,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,64.72,skill:score,33:2,,varjo,True,64.24742808702209
338,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,69.12,skill:score,"6:2, 31:2",,varjo,True,68.64742808702209
339,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,70.44,skill:score,8:2,,varjo,True,69.96742808702209
340,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,95.36,skill:score,"10:2,29:2",,varjo,True,94.88742808702209
341,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,109.04,skill:score,24:2,,varjo,True,108.5674280870221
342,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,111.88,skill:score,8:2,,varjo,True,111.40742808702208
343,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,119.84,skill:score,"21:2, 28:2",,varjo,True,119.36742808702209
344,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,133.04,skill:score,8:2,,varjo,True,132.56742808702208
345,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,150.96,skill:score,"24:2, 25:2",,varjo,True,150.4874280870221
346,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,155.88,skill:score,8:2,,varjo,True,155.40742808702208
347,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,178.04,skill:score,"8:2, 21:2",,varjo,True,177.56742808702208
348,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,194.88,skill:score,1:2,,varjo,True,194.40742808702208
349,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,197.36,skill:score,3:2,,varjo,True,196.8874280870221
350,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,201.6,skill:score,23:2,,varjo,True,201.12742808702208
351,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,206.04,skill:score,24:2,,varjo,True,205.56742808702208
352,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,207.28,skill:score,10:2,,varjo,True,206.8074280870221
353,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,213.96,skill:score,"24:2, 33:2",,varjo,True,213.4874280870221
354,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,219.6,skill:score,"7:2, 8:2",,varjo,True,219.12742808702208
355,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,234.44,skill:score,26:2,,varjo,True,233.96742808702209
356,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,257.16,skill:score,23:2,,varjo,True,256.6874280870221
357,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,277.76,skill:score,"29:2, 31:2, 8:2",,varjo,True,277.2874280870221
358,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,320.24,skill:score,1:2,,varjo,True,319.7674280870221
359,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,324.0,skill:score,1:2,,varjo,True,323.5274280870221
360,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,325.6,skill:score,3:2,,varjo,True,325.1274280870221
361,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,332.6,skill:score,24:2,,varjo,True,332.1274280870221
362,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,337.08,skill:score,1:2,,varjo,True,336.6074280870221
363,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,357.0,skill:score,13:2,,varjo,True,356.5274280870221
364,P9,sandwich,P9_sandwich_2_merged_varjo_2022-02-04_10-17-54-061.mp4,error frame,372.92,skill:score,13:2,,varjo,True,372.4474280870221
365,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,18.6,skill:score,"31:2, 13:2",,varjo,True,19.394093529245495
366,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,19.88,skill:score,"1:2, 3:2",,varjo,True,20.674093529245493
367,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,20.28,skill:score,6:3,,varjo,True,21.074093529245495
368,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,22.48,skill:score,6:2,,varjo,True,23.274093529245494
369,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,32.0,skill:score,3:2,,varjo,True,32.794093529245494
370,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,42.28,skill:score,"6:2, 8:2",,varjo,True,43.074093529245495
371,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,53.8,skill:score,23:2,,varjo,True,54.59409352924549
372,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,58.8,skill:score,7:2,,varjo,True,59.59409352924549
373,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,60.28,skill:score,31:2,,varjo,True,61.074093529245495
374,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,66.28,skill:score,"31:2, 13:2",,varjo,True,67.07409352924549
375,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,70.28,skill:score,"31:2, 13:2",,varjo,True,71.07409352924549
376,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,71.28,skill:score,"1:2, 23:2",,varjo,True,72.07409352924549
377,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,76.48,skill:score,"6:2, 13:2",,varjo,True,77.2740935292455
378,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,97.32,skill:score,"3:2, 1:2",,varjo,True,98.11409352924548
379,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,107.96,skill:score,"6:2,",,varjo,True,108.7540935292455
380,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,111.08,skill:score,"3:2, 1:2",,varjo,True,111.8740935292455
381,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,113.04,skill:score,24:2,,varjo,True,113.83409352924551
382,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,121.08,skill:score,26:2,,varjo,True,121.8740935292455
383,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,125.16,skill:score,"31:2, 13:2",,varjo,True,125.95409352924548
384,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,157.08,skill:score,"31:2,",,varjo,True,157.8740935292455
385,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,164.68,skill:score,"31:2,13:2",,varjo,True,165.4740935292455
386,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,181.0,skill:score,"31:2,13:2",,varjo,True,181.7940935292455
387,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,181.6,skill:score,10:2,,varjo,True,182.39409352924548
388,P23,cereal,P23_cereal_2_merged_varjo.mp4,error frame,182.64,skill:score,"13:2, 31:2",,varjo,True,183.43409352924547
389,P4,cereal,P4_cereal_2_merged_varjo.mp4,error frame,14.84,skill:score,"31:2, 13:2",,varjo,True,14.73369401297876
390,P4,cereal,P4_cereal_2_merged_varjo.mp4,error frame,17.84,skill:score,"1:2, 6:2, 31:2",,varjo,True,17.73369401297876
